x	y	layer_decoded	node_id_decoded
-10.398962836520315	7.969148071916703	rhea_reactionid	RHEA:38555
-3.6928748146461112	4.051053679559317	rhea_reactionid	RHEA:68972
-12.342128910674182	7.82576992375258	rhea_reactionid	RHEA:11488
-7.732687045012932	4.045354207009166	rhea_reactionid	RHEA:19193
-5.7087067404337155	2.706234381009946	rhea_chebiid	CHEBI:13193
-5.671728096810453	4.21821710764881	rhea_chebiid	CHEBI:17499
-10.049863861939041	6.0606504196873985	rhea_chebiid	CHEBI:17336
-1.8182355250362747	5.878640196794097	rhea_chebiid	CHEBI:57642
-13.097055496206838	10.42451054458097	rhea_chebiid	CHEBI:58342
-10.21440171124491	10.027187629250124	rhea_chebiid	CHEBI:28868
-8.191643596522628	6.6110448331030325	sl_chebi	17336
-9.579876263002996	11.896231997005561	sl_chebi	28868
-0.841252591783468	8.297930895506678	sl_chebi	57642
-12.386743748603216	12.923945633199107	sl_chebi	58342
-10.402694438133087	14.717843675271933	swisslipids	SLM:000000249
-0.9578170243323586	10.861710141201256	swisslipids	SLM:000000338
-6.517918972895103	7.727723083815328	swisslipids	SLM:000000511
-8.613456640659868	13.622959628954234	swisslipids	SLM:000000984
-2.267220773259194	13.177454374004617	swisslipids	SLM:000001193
-4.759539655571029	14.4947978184185	swisslipids	SLM:000389145
-7.637067079315157	15.003461660581534	swisslipids	SLM:000390054
-5.173273197342085	9.198564511236878	swisslipids	SLM:000508854
-4.442145872139469	12.878031013480122	swisslipids	SLM:000508860
-4.493054204821257	10.973965507513356	swisslipids	SLM:000508864
