x	y	v_int
4.063594865644102	2.969447930267452	0
6.525517067754366	4.731504939723694	1
5.371504572745767	3.909298834117919	2
0.05372079560837921	-1.445477387964692	3
2.5680454979866427	1.8978721712598734	4
1.1264392463346444	1.9564134300161666	5
1.1326021395192232	-1.013319435868406	6
-0.7088731365520851	-0.5470005182559682	7
2.0997890036793456	0.5711491517347498	8
2.2742093145800375	-0.661626950755237	9
-1.3203423818830664	0.406092445157625	10
-0.8445870628001099	1.494335824602394	11
-0.016898133279228403	2.3538994983086456	12
0.6364012532002997	0.5328256769657679	13
